,transDate,creditCardNum,business,category,amount,firstName,lastName,gender,street,city,state,zip,latitude,longitude,cityPop,job,dateOfBirth,transNum,unixTime,merchLatitude,merchLongitude,isFraud
277,2020-07-12 23:40,3514900000000000,fraud_Stamm-Witting,shopping_net,1111.35,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,0deca8c42edbdbd8dca65b69afb1a37f,1373672457,43.807193,-77.310928,True
278,2020-08-23 05:15,2305340000000000,fraud_Beier-Hyatt,shopping_pos,9.81,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,a33aa2f6eecb9d818c458e8f87c20c4c,1377234951,40.181132,-93.116952,True
279,2020-07-15 22:14,3579200000000000,fraud_Heathcote LLC,shopping_net,954.08,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,ffba650403221a82f12568f1868e49cf,1373926491,43.957966,-90.815242,True
280,2020-07-20 00:57,4225990000000000000,"fraud_Olson, Becker and Koch",gas_transport,7.41,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,1966-12-03,2a48081f8dd790d4a2afb054c5393928,1374281878,20.916219,-155.319163,True
281,2020-12-26 06:38,4128030000000000,fraud_Lockman Ltd,grocery_pos,139.03,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1953-10-18,23a7e1c83d0552e94b17de250abd12f3,1388039923,40.286133,-83.012769,False
282,2020-09-19 05:46,30235000000000,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,85.82,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,f67dc31d50b085e911a387ebe2e6fd49,1379569569,43.567125,-88.152967,False
283,2020-08-30 05:26,343746000000000,fraud_Strosin-Cruickshank,grocery_pos,66.56,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,54826c0c7a7443192a6dc92922af84bf,1377840391,45.292721,-85.104745,False
284,2020-08-25 23:27,4951650000000000,fraud_Stoltenberg-Beatty,shopping_pos,2.19,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,8ad7cdcf15b4679e6127ebe663d33bbe,1377473265,38.880721,-89.092507,False
285,2020-09-10 10:02,4878360000000000,fraud_Heidenreich PLC,grocery_pos,179.43,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1949-08-14,366128efac28b4b99188dcac07b0a233,1378807372,42.359872,-95.974893,False
286,2020-09-24 05:29,4689150000000000000,fraud_Torp-Labadie,gas_transport,47.25,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,a52985a5e62c050056a9da88fa9e209a,1380000557,41.209597,-95.791762,False
287,2020-08-31 23:27,675990000000,fraud_Stark-Koss,home,110.59,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,f97d3771f0986f8165e4d1ad05b76d5d,1377991626,40.124048,-74.260885,False
288,2020-12-10 20:20,375083000000000,"fraud_Kling, Howe and Schneider",home,61.89,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,d37b882ca46b1fceadf8abc745374678,1386706852,47.7108,-96.942651,True
289,2020-09-17 04:38,4613310000000,"fraud_Olson, Becker and Koch",gas_transport,71.25,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,b6ad892a52e47c6b2097577fa7fd3deb,1379392691,35.23007,-80.856419,True
290,2020-09-17 19:30,3590740000000000,fraud_Bahringer-Streich,food_dining,124.85,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,5f1f7a65a6165d2797dabf9c1b37fe33,1379446256,34.179492,-91.735627,False
291,2020-08-05 23:02,348254000000000,fraud_Kris-Weimann,misc_net,723.97,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,d615788fa32af5d1dc4b8f17863ac07c,1375743732,30.591638,-88.903969,True
292,2020-07-19 22:26,4428780000000000000,fraud_Klocko LLC,misc_net,890.68,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,84674cce855303c45f6b5964892fd003,1374272791,42.848162,-87.778512,True
293,2020-11-30 16:32,30596500000000,fraud_Zboncak Ltd,food_dining,144.49,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,1987-05-23,a3413f573d02f22f3fa088e485de813f,1385829144,39.410166,-104.285564,False
294,2020-12-31 00:09,4809700000000,fraud_Pfeffer LLC,grocery_net,58.89,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,577a60419754a53a65200ecf9075629a,1388448554,31.806783,-84.381754,False
295,2020-07-07 02:12,4713460000000000,fraud_Wolf Inc,grocery_pos,312.58,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1981-01-26,3dfbe4825787e8619004fe6fa9b784d6,1373163172,46.439097,-100.174671,True
296,2020-12-16 21:05,2252060000000000,"fraud_Romaguera, Wehner and Tromp",kids_pets,48.7,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,1d709f44152692467d10d9f325d3c43a,1387227912,44.673785,-90.619323,False
297,2020-12-13 22:44,4607070000000000,"fraud_Dare, Casper and Bartoletti",kids_pets,19.34,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,830e1ab3e3b355a8aca289c66f4d78af,1386974643,35.330601,-97.054923,False
298,2020-12-04 08:38,4128730000000000000,fraud_McGlynn-Jaskolski,misc_pos,217.8,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,248cc83e4f707a509b29512a11b8fc34,1386146311,31.14476,-94.270812,True
299,2020-12-14 17:33,4488940000000000,fraud_Feil-Morar,health_fitness,34.47,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,ba69dc42c876f0a26a58c3b998266f9f,1387042400,29.800197,-81.163011,False
300,2020-12-02 01:16,4681700000000,"fraud_Raynor, Reinger and Hagenes",gas_transport,52.91,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,d0202bd245395145f29d02be2759b1d9,1385947009,36.619131,-87.185841,False
301,2020-12-03 16:50,30131800000000,"fraud_O'Connell, Botsford and Hand",home,72.66,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,6d3e2fdfc220cae60d9414efb3ac81ab,1386089418,35.683099,-84.903192,False
302,2020-12-14 18:19,3567700000000000,fraud_Herzog Ltd,misc_pos,7.9,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,550599479492c3430966f2d64e92d416,1387045178,42.258907,-74.65039,True
303,2020-09-04 09:04,6538440000000000,fraud_Ledner-Pfannerstill,gas_transport,47.39,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,0256f171c697a4ed63abe1bf3ca533cf,1378285442,41.900807,-80.783372,False
304,2020-09-25 03:18,344342000000000,fraud_Wisozk and Sons,misc_pos,4.25,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,cda5c94c39dc96dff73aa462735dbbfc,1380079131,31.033527,-80.576437,False
305,2020-09-07 01:08,4477160000000000000,fraud_Bruen-Yost,misc_pos,153.97,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,fab39b96ecb308cc298172aa73e5df7f,1378516092,40.04859,-112.028138,False
306,2020-11-30 23:08,6011350000000000,fraud_Boyer-Reichert,shopping_net,5.68,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,bc58f947ed3ba47968c30aed4f6d4239,1385852928,33.607472,-87.120167,True
307,2020-08-18 03:30,213112000000000,fraud_Keeling-Crist,misc_pos,645.41,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,8bc785f62ecd2c92858060551babad14,1376796617,34.611342,-81.625323,False
308,2020-08-23 23:37,30560600000000,"fraud_Bahringer, Bergnaum and Quitzon",home,418.14,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,17edbeefbb93d7462331721439069c7e,1377301054,40.750018,-92.027005,True
309,2020-12-24 13:46,180036000000000,fraud_Deckow-Dare,food_dining,28.27,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,01a9fee8a5f1e027868be4ccd3066c12,1387892770,42.282649,-90.619637,False
310,2020-12-21 17:44,30551600000000,"fraud_Cremin, Hamill and Reichel",misc_pos,82.09,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,2080a0edcf83b8bfea164f8cfb9d1f4b,1387647876,34.504342,-81.279129,False
311,2020-09-19 09:35,4412720000000000,fraud_Cartwright-Harris,grocery_pos,127.82,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,7896e55241c740ff5d4b23f108da79c5,1379583330,36.938879,-76.232289,False
312,2020-08-14 02:42,2235610000000000,fraud_Mohr Inc,shopping_pos,939.78,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,a1fcac8a1104ccf80ce157c01d93cd7e,1376448120,41.913325,-105.137269,True
313,2020-12-18 09:29,375849000000000,fraud_Bogisich-Homenick,misc_net,87.29,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,cbccd7f5c86b3d799dfce27b47e05661,1387358998,30.554801,-97.943497,False
314,2020-12-29 19:05,4474320000000000,"fraud_Ledner, Hartmann and Feest",health_fitness,3.57,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,e9ac5c99a3a9a547a8d58d0801c01611,1388343943,38.674545,-118.947507,False
315,2020-12-18 14:09,38588500000000,"fraud_Koss, Hansen and Lueilwitz",home,57.42,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,c17b4a770d57e8034d09498ccd783d25,1387375770,29.387593,-102.532684,False
316,2020-08-22 14:14,38295600000000,"fraud_Durgan, Gislason and Spencer",home,38.87,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,304f4f3e23bd5a5b68ca539603fd19d5,1377180852,33.761387,-100.590997,False
317,2020-12-11 00:39,3587040000000000,fraud_Wuckert-Walter,grocery_net,44.34,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,13060b8d08bac5b166344f21b8e9e982,1386722357,35.180925,-89.264529,False
318,2020-08-22 00:57,30560600000000,fraud_DuBuque LLC,grocery_pos,335.75,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,0d55f6e0c879adb38417decebe031f3d,1377133068,41.145532,-92.542449,True
319,2020-08-30 08:35,3547560000000000,fraud_Bartoletti-Wunsch,gas_transport,63.74,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,fe6e619b592b3700ae3c4bb0a34082b1,1377851759,44.713996,-86.20846,False
320,2020-09-08 18:00,213155000000000,"fraud_Hartmann, Rowe and Hermann",travel,463.6,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,063ae5654048161fe9f0c5e9cc62e961,1378663246,38.160252,-85.991929,False
321,2020-12-21 22:38,4716560000000000,fraud_Quitzon-Goyette,home,209.84,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,7cde9b7604a025e251756a4bc9615888,1387665518,49.173669,-112.698767,False
322,2020-06-29 23:55,3581130000000000,"fraud_Gottlieb, Considine and Schultz",shopping_net,1004.99,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,90883d6aab0c0806b2cf11e35d0ca9e3,1372550116,40.682223,-80.74166,True
323,2020-07-25 00:03,38014400000000,"fraud_Tromp, Kerluke and Glover",grocery_net,13.51,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,6e880ebef4f2617d31134db352075fa2,1374710635,43.440998,-89.391536,True
324,2020-08-30 21:48,3506040000000000,fraud_Schmidt-Larkin,home,78.51,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,3b064d240e0f40474569439b9efa843c,1377899304,44.919646,-112.125272,False
325,2020-12-04 09:50,676369000000,"fraud_Tillman, Dickinson and Labadie",gas_transport,45.22,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,f94d012fa1ee169d7f190f5ce387c566,1386150649,42.632896,-82.525923,False
326,2020-12-14 03:02,6011490000000000,fraud_Kunze Inc,grocery_pos,273.42,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,7bed124fa0c0fef211b0a4d7ea4d1ea3,1386990166,33.783599,-93.359635,True
327,2020-07-21 01:54,4874020000000000,fraud_Schmidt and Sons,shopping_net,952.53,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,8a30c1f1f5ad3b1cbdfae8644eed6201,1374371687,46.359524,-123.032119,True
328,2020-12-20 18:08,30267000000000,fraud_Dickinson Ltd,personal_care,40.18,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,9d7a470455bf94fedf1f6b223f429ceb,1387562938,36.765408,-77.640623,False
329,2020-12-11 23:19,4560400000000000000,fraud_Thompson-Gleason,health_fitness,19.45,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,bfde75d978bb9905a4a8c87440692a4c,1386803973,39.25188,-122.490946,True
330,2020-09-08 06:26,213162000000000,fraud_Sawayn PLC,shopping_pos,260.57,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,de26da41a9ae641aa30596e36fade8ed,1378621615,45.45193,-69.87598,False
331,2020-08-11 23:06,347073000000000,fraud_Larson-Moen,entertainment,78.34,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,e57569c46281f9c0d3677b916a836e04,1376262397,43.807549,-104.10669,False
332,2020-12-13 19:50,4585130000000,fraud_Bednar PLC,kids_pets,25.66,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,e020a8910b5ed5a56aaea40fd585eb25,1386964215,40.403255,-92.876018,False
333,2020-09-14 02:23,580954000000,fraud_Pacocha-O'Reilly,grocery_pos,79.15,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1960-01-13,b154d8a9bd709de83a642236fd17b203,1379125430,41.380358,-74.385402,False
334,2020-08-28 21:06,340954000000000,fraud_Weimann-Lockman,kids_pets,66.71,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,5291bcec37ee6508742fa0d409f0d03f,1377723962,41.578909,-82.390923,False
335,2020-12-07 23:16,4412720000000000,fraud_Lemke-Gutmann,shopping_net,925.31,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,762b452785b0280257027cb266413cfb,1386458167,38.262403,-75.073913,True
336,2020-12-07 05:25,4128030000000000,fraud_Fisher-Schowalter,shopping_net,1.38,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1953-10-18,53c4cb5b9eabe956060e0c5e296f186c,1386393904,38.948881,-81.816238,True
337,2020-09-08 00:41,4908850000000000,fraud_Kiehn Inc,grocery_pos,184.81,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,e35a6bd118784578163fb0f56bfa1dc4,1378600889,32.307881,-96.914894,False
338,2020-12-26 10:03,571844000000,fraud_Hermann-Gaylord,misc_pos,8.46,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,69a5678de9c551bda3966b080ce9e473,1388052189,38.222324,-85.76629,True
339,2020-12-01 10:15,3591920000000000,fraud_Bogisich Inc,grocery_pos,32.96,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,9d9d4fd80d1baabdcee082fa9ecbd90a,1385892932,27.845385,-79.87444,False
340,2020-08-20 13:30,4822370000000000,fraud_Collier LLC,home,14.33,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991-01-01,5fac867ebd3a37b62a1dce60b04fc313,1377005432,27.126072,-82.522513,True
341,2020-08-20 07:01,349613000000000,fraud_Halvorson Group,misc_pos,31.24,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,fd5647c03068c61d47e61a6eaa9e9be5,1376982112,36.933625,-83.617247,False
342,2020-12-08 14:04,4099710000000000,fraud_Conroy-Emard,food_dining,1.32,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,cb658b36f763829d3210e61258300703,1386511448,37.27846,-78.509742,True
343,2020-12-03 02:33,213179000000000,fraud_Bernhard Inc,gas_transport,77.6,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,c2539d721c9515490df92283c5a524e2,1386037999,43.824684,-109.070187,False
344,2020-12-28 06:07,4658490000000000,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,42.72,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,3a05916473b35a6deafd6f8695f7c5b5,1388210826,39.512384,-79.514258,False
345,2020-12-11 15:41,3562680000000000,"fraud_Eichmann, Hayes and Treutel",travel,2.1,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,6239f01ccab4bca8996367a33a2d9f5a,1386776480,39.391506,-75.216539,False
346,2020-08-25 16:13,581686000000,fraud_Schimmel-Olson,kids_pets,91.45,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,731a576190c69972b2ff003a182f552b,1377447221,41.586432,-80.922923,False
347,2020-08-14 15:47,3598010000000000,"fraud_Durgan, Gislason and Spencer",home,128.78,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,10e681abcef5f5ea1849a84ff9eb5546,1376495261,35.725093,-77.467323,False
348,2020-12-14 17:54,4900630000000,fraud_Dare-Gibson,health_fitness,7.45,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,e5d380a6ec382b46041376f620ef3667,1387043669,33.712748,-118.385081,True
349,2020-08-23 07:48,4260130000000,fraud_Deckow-O'Conner,grocery_pos,35.9,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,8721d7a10633968c604f1c849fd3dcef,1377244105,37.062584,-83.163295,False
350,2020-12-11 22:55,4384910000000000,fraud_Gottlieb Group,kids_pets,116.82,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,b4408977b5a2f3b89e6fec2417590c61,1386802527,47.424278,-96.645062,False
351,2020-09-01 23:30,4428780000000000000,"fraud_Schneider, Hayes and Nikolaus",food_dining,57.9,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,39db5cad5d50dfcad4d0ea5d8702b45c,1378078240,42.607451,-88.005371,True
352,2020-12-06 10:48,3577580000000000,fraud_Kuhic Inc,grocery_pos,219.84,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,ba612e20355e291b0132f9d3a06aeb90,1386326928,42.065039,-80.826274,False
353,2020-12-27 18:18,3534330000000000,fraud_Schulist Ltd,food_dining,49.96,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,aba876826205669994bbe9c60b098378,1388168296,44.719944,-108.805727,False
354,2020-07-10 22:42,675962000000,fraud_Koepp-Parker,grocery_pos,333.89,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,66462ae5ee8d35ae01d7ab1b1476e9df,1373496164,40.96852,-97.184621,True
355,2020-07-27 22:00,2222160000000000,fraud_Kilback and Sons,entertainment,557.46,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,00baae1ac0c17ba62188c656dcdd81a9,1374962428,33.489518,-96.50862,True
356,2020-08-17 14:15,180031000000000,"fraud_Ledner, Hartmann and Feest",health_fitness,17.48,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,23e64895d6a539d2ca78e6172379b262,1376748926,29.887036,-88.033739,False
357,2020-11-27 23:55,676276000000,fraud_Mante Group,misc_net,836.06,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,93890bb392dbc35874e9f405555e03e5,1385596515,44.738191,-84.834297,True
358,2020-08-14 20:23,3596220000000000,fraud_Will Ltd,food_dining,281.45,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,0d446f80559a73da209fd8ef0318cfa2,1376511828,39.924504,-92.301553,True
359,2020-09-23 11:00,4935860000000000,fraud_Kunde-Sanford,misc_net,124.24,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,1975-06-01,f8c2da7c5af127c2627641c3c7256c29,1379934018,32.110636,-84.138398,False
360,2020-12-25 03:51,4505380000000,"fraud_Osinski, Ledner and Leuschke",grocery_pos,108.9,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,1418b5c91dae95755519b6e3126334df,1387943498,39.696663,-75.631394,False
361,2020-12-07 19:47,30344700000000,fraud_Homenick LLC,personal_care,27.97,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,54471588a9f146d47e38d99e01759a41,1386445676,38.924194,-121.470015,False
362,2020-12-29 12:29,6011860000000000,fraud_Schmeler-Howe,personal_care,3.62,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,084b4f5ae645232888fd15b364591f40,1388320170,36.70381,-98.221606,False
363,2020-07-28 22:38,30290600000000,fraud_Kerluke PLC,misc_net,789.41,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,4e26e3ab4773b5cc585237e122e65a17,1375051123,36.12121,-87.131412,True
364,2020-08-03 00:41,3577790000000000,fraud_Lockman Ltd,grocery_pos,354.63,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,81623108c2a9696464a26c715605658e,1375490462,46.85439,-96.341042,True
365,2020-12-19 14:13,4797300000000000000,fraud_Reichel Inc,entertainment,8.48,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,fee6a445aad61dc67ed4d5c75e8efa7e,1387462422,39.653799,-86.348475,True
366,2020-12-05 13:43,4797300000000000000,fraud_Larson-Moen,entertainment,17.04,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,501bc97a99267503f78c7c880bf01a29,1386251029,39.101579,-87.389733,True
367,2020-08-24 22:34,4658490000000000,"fraud_Bernhard, Grant and Langworth",shopping_pos,675.79,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,a2939872e2c7066c84eb872809edb828,1377383647,40.145879,-79.478815,True
368,2020-09-24 15:43,3521420000000000,fraud_Larkin Ltd,kids_pets,41.38,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,4509702902c23c74c71b3afe63c75652,1380037396,39.677906,-85.557092,False
369,2020-09-14 18:04,4198470000000,fraud_Langworth LLC,personal_care,7.66,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,9274baf91db94a1a1aaedf7a81d2cf5d,1379181871,40.490174,-95.148171,True
